name,old_price,new_price,image
Etre exclusif Pull - Homme - 9486 H20 - Marron  - Maille,78.00 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/2405/1.jpg?1549
Etre exclusif Pull - Homme - 9377 H22 - Bleu jeans - Rayée,78.00 TND,48.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/2484/1.jpg?9347
Etre exclusif Pull - Homme - 9308 H19 -  CHARBON,59.00 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/7905/1.jpg?3666
Etre exclusif Body - Homme - 9425 - Ajuster - Oranger- standard,72.00 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/9184/1.jpg?6927
Etre exclusif POLO - Homme - 9495 H20 - Blanc 100% coton,88.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/6024/1.jpg?2467
Etre exclusif Polo - Homme - 9367 H22 - Marine,76.00 TND,59.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/3774/1.jpg?4770
Etre exclusif Body - Homme - 9412 SH - Bic - Col V,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0084/1.jpg?5029
Etre exclusif Pull - Homme - 9369 H22 - Gris  100% acrylique,69.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/4025/1.jpg?0648
Etre exclusif Body - Homme - 9374 H22  - Vert d'eau - Rayée,78.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/0084/1.jpg?5029
Etre exclusif Pull - Homme - Marron - 9488 H21,84.90 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9094/1.jpg?7867
Omiz Pull à coudière - Bleu marine,84.90 TND,44.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/6174/1.jpg?4546
Omiz Pull raye,82.00 TND,39.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/7405/1.jpg?9887
Etre exclusif Pull - Homme - 9388 H22 -  Gris - Zigzag,82.00 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/6715/1.jpg?2329
Etre exclusif Pull - Homme - 9386 H22 -  Gris - à pois,59.00 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/1905/1.jpg?3136
Etre exclusif Body - Homme - BH107 - Bleu - Col V,64.90 TND,39.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/7905/1.jpg?3666
Pull - homme - 413 - Bleu,75.00 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/4025/1.jpg?0648
barsha Gilet Homme -Beige,75.90 TND,49.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/7774/1.jpg?3362
Etre exclusif Pull Polo - Homme - 9441 H19 - Moutarde,64.90 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/0194/1.jpg?3028
Pull - homme - 9512 - Bleu,82.00 TND,37.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6294/1.jpg?7445
Pull-Homme-LMS-1240-Bordeaux-11021000007104,69.99 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/0674/1.jpg?4083
Etre exclusif Pull - Homme - 9386 H22 -  Moutarde - à pois,89.90 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/0674/1.jpg?4079
Exist Polo - P00099 - NOIR,44.85 TND,63.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/7905/1.jpg?3666
Omiz pull avec texture,38.00 TND,44.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/1205/1.jpg?8016
Pull- homme-lagos- 18680- blanc-11021000003291,38.00 TND,35.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/2405/1.jpg?1549
Maze Pull Homme - Gris Et Rose fuchsia,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/0674/1.jpg?4081
Maze Pull Homme -  Noir et Jaune,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2625/1.jpg?3009
Maze Pull Homme - Gris Et Rose fuchsia,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/6925/1.jpg?9990
Maze Pull Homme - Gris Et Rose,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/3245/1.jpg?2026
Maze Pull Homme -  Noir et Jaune,50.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/2335/1.jpg?7926
Maze Pull Homme - Noir Et Blue,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/3245/1.jpg?2026
Pull- homme -marron-281202,86.90 TND,69.55 TND,https://tn.jumia.is/cms/000_Ramadan22/00_Live/JE/TN-Ram22_Jexpress_Stickybanner.gif
Etre exclusif Pull - Homme -  Col cheminé - 9378 H22 - Noir,78.00 TND,44.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/0674/1.jpg?4081
Pull-Homme-LMS-1240-Noir-11021000007102,64.90 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/9215/1.jpg?2867
Omiz Pull fantaisie,89.90 TND,39.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/0674/1.jpg?4079
Omiz Pull à coudière - Orange,84.90 TND,44.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/6884/1.jpg?0927
Etre exclusif Pull -  Homme - 9383 H22 - VERT - Gratté,88.00 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/7405/1.jpg?9948
Exist Pull-over - P00165 - XPLUME/D,64.99 TND,45.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/3515/1.jpg?2762
Etre exclusif Body - Homme - 9412 SH - Jaune - Col V,76.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/1205/1.jpg?8065
Exist Polo - P00217 - VERT/CLAIR,49.99 TND,45.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/4025/1.jpg?0648
Exist Gilet - G00024 - BLEU/FONCE,79.99 TND,65.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/1205/1.jpg?8066
Pull - Homme - 503 - Bleu,64.90 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/0205/1.jpg?8011
Etre exclusif Body - Homme - 9374 H22 - Marine - Rayée,69.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6774/1.jpg?3364
Etre exclusif Pull - Homme - 9388 H22 - Vert - Zigzag,82.00 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/6294/1.jpg?7446
Etre exclusif Body - Homme - 9374 H22 - Moutarde Beige - Rayée,69.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/1905/1.jpg?3135
Exist Polo - P00217 - VERT/CLAIR,49.99 TND,45.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/6294/1.jpg?7446
Pull-Homme-THEORIE-7730-Noir-11021000007062,75.90 TND,60.75 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/1205/1.jpg?8018
Etre exclusif POLO - Homme - 9495 H20 - Bordeaux 100% coton,72.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/0674/1.jpg?4079
Pull-homme-lagos- 18675 -noir-11021000003321,44.85 TND,35.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3774/1.jpg?4770
Pull - homme - 364 - Noir - Maccali,75.90 TND,60.75 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/0674/1.jpg?4081
Etre exclusif Body - Homme - 9412 SH - Charbon  - Col V,76.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/6774/1.jpg?3364
Etre exclusif Pull - Homme -  Col cheminé - 9378 H22 - bleu jeans,78.00 TND,44.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/4025/1.jpg?0648
Etre exclusif Body - Homme - 9425 - Ajuster - Violet  - standard,59.00 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/6215/1.jpg?7119
Exist Polo - P00216 - BLEU,54.99 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/2024/1.jpg?5187
Etre exclusif Pull - Homme - 9377 H22 - Vert - Rayée,78.00 TND,48.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/1205/1.jpg?8018
Etre exclusif Pull - Homme - 9450 H19 - beige 100% coton,78.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/7905/1.jpg?3666
Etre exclusif Pull - Homme - 9377 H22 - Blanc - Rayée,78.00 TND,48.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3774/1.jpg?4772
Etre exclusif Pull - Homme - 9377 H22 - Bordeaux - Rayée,78.00 TND,48.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/7905/1.jpg?3666
Etre exclusif Body - Homme - 9374 H22 - Moutarde Gris - Rayée,69.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/7905/1.jpg?3666
Etre exclusif Pull - Homme - 9369 H22 -  Marine  100% acrylique,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/6294/1.jpg?7446
Etre exclusif Pull - Homme - 9450 H19 - Marine 100% coton,78.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/0084/1.jpg?5029
Etre exclusif Pull - Homme - 9369 H22 -  Noir 100% acrylique,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/3774/1.jpg?4772
Etre exclusif Pull Homme - Pull love  - Beige - Unie,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0084/1.jpg?5029
Etre exclusif Body - Homme - 9412 SH - Marine - Col V,76.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/3125/1.jpg?8509
Etre exclusif Pull Homme - Pull love  - Marron - Unie,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/4025/1.jpg?0648
Etre exclusif Body - Homme - 9412 SH - Moutarde - Col V,76.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/3125/1.jpg?8509
Etre exclusif Pull Homme - 9449 H19 - Bleu - Unie,78.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/4025/1.jpg?0649
Etre exclusif Body - Homme - 9412 SH - Gris - Col V,76.00 TND,54.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3125/1.jpg?8508
Etre exclusif Body - Homme - 9374 H22 - Ciel - Rayée,69.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/4025/1.jpg?0648
Etre exclusif Body - Homme - 9425 - Ajuster - V.Militaire - standard,59.00 TND,34.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/6294/1.jpg?7446
Etre exclusif POLO - Homme - 9495 H20 - Vert 100% coton,72.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/2024/1.jpg?5187
Maze Pull Homme - Noir Et Rose,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/3774/1.jpg?4770
Maze Pull Homme - Noir Et Blue,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/6925/1.jpg?9990
Maze Pull Homme - Gris Et Rose Bebe,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/6925/1.jpg?9990
Maze Pull Homme - Noir Et Rouge,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/9525/1.jpg?9032
Maze Pull Homme - Noir Et Bleu Ciel,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/3245/1.jpg?2026
Maze Pull Homme - Gris Et Rose fuchsia,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/6925/1.jpg?9990
Maze Pull Homme - Gris Et Rose fuchsia,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2625/1.jpg?3009
Zoom Fa Sweat Shirts - Don't Wait Any One - Gris,50.00 TND,35.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/3245/1.jpg?2026
Etre exclusif Body - Homme - 9425 - Ajuster - Turquoise - standard,59.00 TND,34.00 TND,https://tn.jumia.is/cms/000_Ramadan22/00_Live/JE/TN-Ram22_Jexpress_Stickybanner.gif
Etre exclusif Body - Homme - 9374 H22  - corail - Rayée,69.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2024/1.jpg?5186
Etre exclusif Pull - Homme - Marine - 9489 H21,79.00 TND,39.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/9094/1.jpg?7867
Etre exclusif Pull - Homme - Bleu - 9489 H21,78.00 TND,39.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/3774/1.jpg?4771
Etre exclusif Pull - Homme - 9377 H22 - Gris - Rayée,78.00 TND,48.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/3774/1.jpg?4775
Etre exclusif Pull - Homme - 9386 H22 - Vert - à pois,82.00 TND,57.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/7905/1.jpg?3666
barsha PULL OVER Homme - Aubergine,45.00 TND,49.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/7905/1.jpg?3666
barsha PULL OVER -Mole,60.50 TND,49.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/0194/1.jpg?3027
Pull -AFW -Marron-110210000003505,75.90 TND,36.20 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/0194/1.jpg?3028
Pull - Homme - Lagos - 1843-imprimer-11021000003571,86.90 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/0674/1.jpg?4081
Pull - homme - 364 - Gris - Maccali,60.50 TND,60.75 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/0674/1.jpg?4081
Pull -homme-471211- gris-11021000003261,75.90 TND,69.55 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/6774/1.jpg?3363
Pull-homme- lagos-1805-beige- 11021000003561,75.90 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/0674/1.jpg?4081
Pull-Homme-Theorie-9512-Indigo-11021000007054,64.90 TND,60.75 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/0674/1.jpg?4084
Pull - homme - 20505 - Noir - THEPRIE,30.00 TND,60.75 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0674/1.jpg?4079
Pull - homme - 510 - bordeaux,30.00 TND,51.95 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/6774/1.jpg?3364
Bob Pack de 2 Gilets HOMME 100% coton Peigné,49.00 TND,27.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/6774/1.jpg?3364
Bob Pack de 2 Gilets HOMME 100% coton Peigné,27.00 TND,27.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/3093/1.jpg?5489
WORKMAN Gilet doudoune Homme,32.00 TND - 36.00 TND,92.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/3093/1.jpg?5489
Fifty Cinq Gilet long avec capuche - Coton - Vert,69.00 TND,30.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/9794/1.jpg?2285
Bob Pack de 2 Gilets HOMME 100% coton Peigné,28.00 TND - 32.00 TND,25.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/953/1.jpg?3874
Imperial Pack de 2 Gilets HOMME Interlock 100% coton,89.00 TND,28.00 TND - 32.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/3093/1.jpg?5489
Gilet Capuche M/R - Coton - Noir,25.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7983/1.jpg?1145
Gary Pack de 2 Gilets HOMME 100% coton GARY ---,48.00 TND,22.00 TND - 28.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/6615/1.jpg?5989
Fifty Cinq Gilet - Manches à bande - Noir &amp; Gris,119.00 TND,35.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/7983/1.jpg?5487
Kristal Pack de 2 Gilets HOMME Interlock 100% coton Gris,69.00 TND,21.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/7811/1.jpg?4206
Pack de 4 Gilets HOMME Interlock 100% coton Noir,69.00 TND,42.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/9335/1.jpg?5487
Fifty Cinq Gilet Col Chemisier Open - Laine - Bleu,46.00 TND,30.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/9335/1.jpg?3448
Gilet Capuche M/R - Coton - Gris Charbon,45.00 TND,49.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/4502/1.jpg?8644
"Fifty Cinq Gilet ""British"" - Coton - Noir",75.90 TND,30.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/6615/1.jpg?5989
Kristal Pack de 4 Gilets HOMME Interlock 100% coton - Blanc,38.00 TND,40.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/7312/1.jpg?1384
Fifty Cinq Gilet - Molleton - Bande - Noir,38.00 TND,59.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/9335/1.jpg?3448
Bob Pack de 3 Gilets HOMME 100% coton Peigné,38.00 TND,39.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/7811/1.jpg?8186
Maccali Pull - Homme - 446 - Bleu,38.00 TND,60.75 TND - 75.90 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/9445/1.jpg?0428
Pull Afw Noir-11021000000350,38.00 TND,44.85 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/0674/1.jpg?4079
Maze Pull Homme - Noir Et Rouge,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0674/1.jpg?4081
Maze Pull Homme - Gris Et Rose fuchsia,38.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/9525/1.jpg?9031
Maze Pull Homme -  Noir et Jaune,50.00 TND,19.00 TND,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2625/1.jpg?3009
